Away Pred,Home Pred,Away Actual,Home Actual,Away ML,Home ML,Spread,Over/Under
110.903564,117.67957,97,104,700,-1100,14,225
106.89078,118.53355,107,104,325,-425,8.5,229
120.743065,112.44307,130,108,-240,190,6,221
116.8447,120.63438,125,113,-440,340,7,235.5
116.878555,119.77317,120,106,500,-700,9,229.5
108.09181,116.43987,98,112,800,-1400,13,216.5
113.646225,119.280556,106,100,135,-155,4,232
115.883286,117.90995,132,126,500,-700,10.5,231.5
106.948395,112.48742,91,99,180,-220,6.5,215.5
111.92114,117.3308,108,100,250,-310,7.5,215
109.966156,119.905594,102,110,160,-190,1,232.5
121.22173,120.337715,106,106,105,-125,1,231.5
117.00598,117.21896,122,109,125,-145,1.5,227
114.238304,115.061195,96,120,340,-440,8.5,221
105.3344,118.12447,111,110,105,-125,3.5,224
117.30707,112.90952,111,111,-110,-110,pk,216
116.48427,118.15274,100,108,425,-600,8,227
113.412285,118.598625,98,128,210,-260,5.5,231
113.97514,111.47909,116,98,135,-155,4,215
117.76943,122.87574,123,113,210,-260,6.5,231
115.23773,110.61974,97,83,-210,175,4,219
115.87706,111.40453,120,120,325,-425,7,225
108.937,118.287636,121,114,230,-280,6.5,233
115.84592,118.321495,102,129,170,-200,2.5,222.5
110.10747,109.02155,110,116,-260,210,6.5,214
119.44388,113.56553,136,121,175,-210,3.5,230
109.013885,118.89706,93,88,190,-240,4.5,210.5
108.23421,112.15896,102,138,120,-140,2.5,229
111.55135,118.90337,100,103,175,-210,2.5,213.5
121.03116,117.3267,110,108,-150,130,3,225.5
108.46506,118.334114,124,107,750,-1200,13,212
112.805565,119.36645,114,135,-240,190,4,228.5
115.213425,116.95107,117,91,-425,325,8,232.5
117.74129,115.7674,130,75,100,-120,1.5,223.5
109.637955,119.113205,98,119,185,-230,4,220
116.18117,122.9106,123,125,550,-800,13.5,236.5
120.8242,117.77433,105,102,-300,240,6.5,230.5
114.17049,118.81168,116,129,135,-155,2.5,230.5
117.38956,110.77745,95,116,-180,150,2,234.5
120.791664,110.14863,115,126,-260,210,10,230
115.57995,105.276985,121,128,-260,210,5,217.5
112.864,109.83549,116,92,-1400,800,12,211.5
117.131645,119.63709,128,107,180,-220,2.5,225
119.09619,113.05883,129,101,400,-550,6,226
115.73771,119.82926,105,118,145,-170,2,226
110.43406,118.255356,125,106,425,-600,8.5,217.5
108.91436,116.44907,116,111,210,-260,5.5,210.5
113.539246,117.46072,137,105,-330,260,7.5,228
115.553116,115.9354,107,114,210,-260,3,222
112.361176,122.31142,109,117,500,-700,11,220.5
110.04079,111.80865,119,101,-300,240,5.5,218.5
110.877655,118.56513,118,121,350,-450,6.5,230.5
115.56297,119.66827,114,120,-400,300,5,228.5
117.07979,109.9332,115,107,-300,240,7,228
116.11691,118.34518,105,125,220,-270,5.5,220
114.255264,116.58874,123,101,-140,120,pk,228.5
110.02104,121.5896,110,102,270,-340,9.5,220
115.42937,110.645454,113,116,-900,600,11.5,214.5
105.622086,110.87603,126,119,500,-700,5,208.5
117.77669,119.7483,114,123,115,-135,2.5,226.5
117.84207,118.08336,118,117,-330,260,8,235.5
113.28785,110.63113,114,126,-750,525,10.5,220.5
116.10644,115.68537,115,113,-180,150,3.5,222
111.27394,121.91114,100,112,800,-1400,16,225.5
115.43051,107.95607,106,119,-105,-115,1,216.5
110.23401,118.50017,118,126,190,-240,4,216.5
110.42897,118.8442,98,116,450,-650,9.5,230
109.07147,118.75602,87,108,100,-120,pk,221.5
115.637505,118.411125,105,117,-135,115,3,220.5
111.003334,121.549736,112,91,425,-600,9,220.5
115.30246,113.21704,111,89,-125,105,2.5,212
117.46604,117.22174,112,106,-110,-110,1,232.5
108.54822,121.33134,108,116,900,-1600,13,224
115.18254,119.2024,111,96,-550,400,7.5,230.5
117.07881,110.06727,110,93,-450,350,8.5,222
113.54768,119.10269,124,109,600,-900,9,220.5
117.59991,108.09159,116,99,-350,275,5,219.5
117.87656,112.32523,127,123,115,-135,3,219.5
114.07142,118.81017,111,117,210,-260,5.5,225.5
110.14737,115.757576,103,114,900,-1600,15,217.5
115.26793,116.24708,115,115,-190,160,3,220.5
115.88053,109.91035,96,105,-250,200,6.5,220
117.648895,113.9277,106,126,-130,110,3.5,225.5
110.603195,116.43531,114,88,275,-350,7,211.5
117.3277,117.0213,108,111,125,-145,pk,232.5
109.80458,111.137596,119,113,142,-165,4.5,206
115.41582,122.03377,113,127,125,-145,4.5,227
116.9855,117.0843,124,112,-150,130,1.5,231.5
115.380646,120.10222,129,90,-145,125,2,240
109.153625,118.7164,83,114,1000,-2000,13,222.5
117.49344,110.751335,148,103,-450,350,7.5,218
120.5699,108.348,121,115,-600,425,9.5,219.5
111.58178,119.23051,124,103,240,-300,6,216.5
117.15692,111.85376,106,92,-120,100,2.5,231
115.51213,116.43378,124,125,1000,-2000,15.5,221
109.87416,112.62114,104,92,135,-155,3,206.5
115.98835,117.93639,95,94,220,-270,4.5,218
111.30138,110.829506,121,99,220,-270,7.5,208.5
117.57992,122.78179,122,108,450,-650,9,232.5
117.41847,120.64852,125,120,-265,215,6.5,239.5
117.27179,110.25736,112,113,-600,425,12,217
114.22662,119.505135,144,98,255,-320,7.5,230.5
107.42027,116.20345,106,116,650,-1000,13,218
117.847885,118.53504,118,130,-145,125,4,232.5
111.937996,117.80146,99,116,240,-300,6.5,214.5
113.646225,116.60644,125,100,-125,105,pk,225.5
120.46152,117.55567,118,111,-650,450,9.5,230
114.541756,119.367294,85,107,170,-200,4,221
117.363266,116.41751,124,115,850,-1500,12,226.5
116.16557,117.19929,114,110,166,-195,4.5,221.5
117.21036,110.600426,117,98,-540,410,10,215
117.79934,113.51714,118,115,172,-203,3.5,215
118.62062,118.16871,118,112,394,-515,9,227.5
109.30104,112.71838,98,112,105,-125,2,204.5
106.62788,118.83268,110,118,316,-399,11,228.5
117.54405,117.38616,123,131,-190,163,4,230
108.7263,109.88899,105,92,-300,245,7,208.5
105.398476,111.49764,103,121,-130,110,2,220
120.964165,118.28703,128,98,-135,115,8.5,235
117.645874,116.73955,124,115,500,-700,11,226.5
114.15547,122.3071,115,130,600,-900,12,229.5
105.2125,118.930336,120,132,425,-600,9,221
115.36054,120.63798,129,121,135,-155,4,235
110.86538,118.52314,99,105,700,-1100,12,224
117.43281,117.33366,108,116,450,-650,7.5,227
109.3232,117.11083,100,96,240,-300,6.5,212.5
121.13884,117.35232,135,110,105,-125,1,226.5
117.98285,113.6675,118,106,-220,180,8.5,220.5
110.20563,112.652885,99,116,190,-240,3.5,206
117.03592,117.70641,90,109,-170,145,3,223
108.210556,109.93162,101,92,142,-165,2,212.5
107.33011,111.75766,108,115,110,-130,1,221.5
110.01601,118.87757,121,124,225,-275,7,215.5
113.46365,116.24178,90,128,575,-850,11.5,218
114.900986,122.69527,90,137,325,-425,7.5,220.5
115.75331,119.33999,130,103,750,-1200,13,224
115.18857,117.96564,119,113,-250,200,5,227
115.79705,116.73205,136,106,550,-800,10,227
117.7753,118.61057,102,111,-200,170,3,236.5
117.60669,117.43052,121,121,-130,110,2,227.5
115.84786,114.09382,122,122,125,-145,1.5,223.5
115.47547,116.39667,117,102,170,-200,4.5,213
111.881065,112.9572,111,102,120,-140,2,205.5
114.821396,118.40386,130,113,-145,125,1,229
115.75429,111.39043,110,105,-105,-115,pk,212.5
113.149826,119.915115,102,102,-190,160,3,231
107.980705,111.513824,113,109,750,-1200,11.5,212.5
113.749664,112.13128,111,122,-650,450,11,220.5
106.1009,118.44392,96,132,525,-750,10,216
108.81399,118.650536,105,95,400,-550,10.5,228
120.95861,117.64689,116,103,-1400,800,13,227
120.81255,119.93762,131,122,-180,150,4.5,231.5
108.11125,118.25842,113,105,400,-550,10,228.5
117.577866,115.955025,115,115,-270,220,pk,223
105.77279,113.27112,89,108,155,-185,4,215
117.804794,116.44381,116,113,200,-250,5.5,216
108.91615,121.5202,104,108,1200,-3000,17,225
108.75133,117.97002,100,135,1600,-6000,17.5,220.5
115.46728,113.26545,112,108,-110,-110,1.5,215
113.83153,119.6508,90,103,550,-800,12,229.5
108.51639,117.13332,102,110,-160,140,1,216.5
109.992805,118.49437,89,119,200,-250,7.5,215.5
116.33774,112.09793,130,114,325,-425,7.5,226.5
118.5054,112.79983,109,97,-140,120,1.5,232
117.62468,116.835014,117,118,425,-600,10.5,224
114.96922,119.461266,85,114,-300,240,4.5,227
117.77339,110.459755,122,115,-650,450,9,226
114.993256,122.904366,105,128,140,-160,7,233
110.826126,117.309204,149,117,145,-170,5,216
115.07611,110.78846,129,114,-425,325,9,219
113.58949,112.59004,113,110,225,-275,6,214.5
117.78867,123.005394,117,120,650,-1000,10.5,235.5
111.63315,118.4056,133,120,1800,-8000,18.5,222.5
114.926186,112.67629,133,97,120,-140,4,218
114.1372,116.84023,119,122,-1100,700,11.5,216.5
111.115814,107.52262,112,122,-110,-110,2,210.5
116.51754,123.173805,113,128,650,-1000,10.5,235
117.07417,117.87295,123,111,-300,240,4.5,230
117.271996,109.78262,112,96,-180,150,4,226
114.313995,119.57772,119,110,350,-450,1,217.5
118.984375,119.543144,126,98,550,-800,9,235
109.23447,118.81221,109,111,200,-250,6.5,214.5
107.45215,109.94198,113,96,110,-130,1.5,215
113.3669,109.80396,104,90,-450,350,6,220.5
110.74832,114.113106,113,129,300,-400,7.5,223
106.33411,111.956505,127,91,750,-1200,9.5,209.5
117.60366,117.35096,115,113,-500,375,9,224.5
117.85315,111.84699,116,109,220,-270,3,220
117.199554,117.834526,117,126,-350,275,6.5,229
120.98265,120.86914,131,133,-500,375,10,235
116.20775,118.19734,149,132,-150,130,1,228
114.53501,116.64346,108,109,110,-130,2.5,214.5
115.627,119.14151,108,110,170,-200,4,224.5
111.91855,118.22822,96,107,180,-220,1.5,225
109.48455,116.84829,122,108,170,-200,3.5,218
110.68525,115.593346,116,124,150,-180,1,219
115.86534,116.38009,100,108,700,-1100,12,218.5
113.5499,119.03301,118,104,280,-360,4,225
121.09607,108.74528,112,93,-210,175,7,219
118.05798,123.48391,112,115,-200,170,2,230
109.57032,109.48565,100,96,-420,320,8.5,208
107.82582,119.30989,86,99,200,-250,8.5,223
117.4151,119.71223,129,104,130,-150,7,229
111.400314,116.22367,120,112,900,-1600,13,218
111.20709,107.43613,130,110,170,-200,5,208.5
110.195145,114.595,137,79,711,-1100,11.5,223.5
107.753784,109.75748,95,119,-165,144,1.5,217
108.19087,105.760864,97,119,211,-255,4.5,212
114.90677,113.945435,122,83,278,-345,7.5,229.5
101.56871,106.49829,123,93,263,-325,7,209
111.35689,110.85146,106,100,-125,105,pk,227
105.35712,105.72196,113,110,148,-170,3.5,213.5
105.74107,105.15398,116,101,-135,115,2,210.5
104.021736,105.375656,97,124,-130,110,1,215
105.58328,101.89441,93,96,-400,317,7.5,208
110.27451,106.14851,112,98,125,-145,1,210.5
112.5036,113.53296,98,109,797,-1300,11.5,214
103.48843,91.29759,87,87,733,-1150,11,215
109.83214,108.18703,115,102,135,-155,2.5,222
103.285286,107.77525,101,92,215,-260,4,212
125.69499,104.296555,126,100,148,-170,3,218.5
99.43161,98.683,100,98,130,-150,1.5,215.5
108.34248,84.57989,107,83,237,-290,6.5,208.5
115.580475,116.45285,111,113,144,-165,3,214.5
102.91612,106.955505,104,108,334,-425,8,223.5
122.10225,131.19757,117,131,664,-1000,10.5,228
113.51616,105.07546,112,104,-125,105,pk,217
111.06617,115.8692,105,116,135,-155,3,206
109.75506,122.57654,108,123,-135,115,2,218
106.4135,110.05012,103,108,-200,170,2.5,214
118.92195,104.123985,131,100,110,-130,2.5,216
121.31229,105.74662,121,107,459,-620,9,223
105.659744,107.57916,107,101,303,-380,9,210.5
112.22125,118.89221,112,119,-160,140,2,235
117.47688,108.7381,120,113,135,-155,5,216.5
105.25277,116.21587,101,105,-500,384,8,211.5
97.732185,107.76452,88,127,797,-1300,11.5,217
112.362,128.38257,112,128,172,-205,4,213
114.06189,113.19962,113,112,110,-130,1,216.5
111.435646,114.362946,117,123,303,-380,5.5,226.5
116.84927,112.93463,124,119,-189,163,3,230
119.07591,103.49432,124,108,115,-135,2.5,225
123.38279,101.641464,129,92,477,-650,8.5,219.5
104.90726,104.96254,115,103,611,-894,12,212
115.84318,120.8619,116,140,170,-200,4.5,228.5
107.05457,110.08558,91,98,797,-1300,13,228.5
112.25374,117.37192,108,115,110,-130,1,222.5
113.46016,117.21004,101,118,614,-900,10,222
114.69417,126.053345,132,136,110,-130,2,221.5
112.09248,125.952156,113,121,160,-185,4.5,226
117.15614,116.37576,113,117,317,-400,9,221
105.8261,123.74417,131,123,506,-700,9,218
126.4597,110.2032,131,100,614,-900,11.5,227
111.99118,112.40245,116,118,-120,100,3,219
110.62067,137.4797,115,149,203,-245,5.5,233
120.2693,121.068306,115,133,-130,110,2.5,231.5
115.242065,112.405975,106,109,-200,170,3.5,227
107.049644,113.92747,112,111,125,-145,3,228
116.793655,115.38907,125,123,450,-650,9.5,231.5
110.64241,117.82387,84,112,-105,-115,3.5,218.5
112.45113,110.77817,113,112,300,-400,8,224
119.02139,120.0495,132,124,180,-220,4.5,224.5
125.58577,112.282524,142,103,-230,185,2,234
103.20166,121.50852,92,112,-140,120,2,220
112.35777,121.47426,91,143,105,-125,2,215
118.81731,121.19076,101,127,325,-425,8,226
108.76872,118.59036,86,133,375,-500,6.5,223.5
115.01575,126.908455,126,131,-120,100,3.5,239
100.83377,105.62421,90,120,-110,-110,1.5,209
123.84686,105.98157,124,93,-170,145,3.5,219
113.62323,114.329315,112,110,450,-650,8,228
109.01883,111.88668,109,89,150,-180,3,219
120.085815,117.54526,123,105,-130,110,2,232
107.2576,130.79317,102,116,375,-500,9.5,234
119.77983,111.89484,144,87,-1000,650,11.5,228
118.49548,118.88551,122,97,-240,190,4.5,236
116.90842,118.41881,104,112,650,-1000,10.5,229
113.00104,118.21158,106,111,190,-240,4,231.5
111.39964,108.799416,116,103,-350,275,6.5,215
102.68696,115.87094,101,110,-160,140,3.5,205.5
108.07403,101.1234,113,92,275,-350,9.5,206.5
125.642296,112.13703,128,110,105,-125,1,222
108.03456,119.85244,114,125,375,-500,9,222
107.66327,127.7937,100,117,-260,210,pk,226
117.90293,115.869156,135,108,230,-280,6,230.5
126.73003,119.380295,121,96,-115,-105,1.5,221
121.484215,113.934685,128,115,-650,450,10,226
112.018265,115.766525,132,107,-200,170,3.5,217
116.77259,112.29128,112,133,145,-170,4,228
105.94432,103.51787,96,95,1000,-2000,11.5,218
121.304306,113.433334,120,97,-900,600,11,231
125.5988,115.03483,111,114,375,-500,7,232.5
122.914185,115.68773,111,119,145,-170,3,220.5
118.91023,114.606514,116,120,375,-500,8,227
120.547554,120.84247,116,113,-130,110,1,220.5
123.44424,115.83149,106,95,-125,105,1,238.5
110.814224,107.2059,114,100,100,-120,1.5,217.5
111.384384,113.90361,85,105,650,-1000,11,229.5
112.51573,115.24538,104,110,250,-310,6.5,219
111.434616,105.84097,89,109,371,-480,8.5,207.5
112.81186,115.99944,113,103,140,-160,3.5,220
108.55405,106.4389,92,107,172,-205,3,226
119.80653,114.26465,103,113,170,-200,2.5,224.5
115.24612,103.96585,104,117,-105,-115,1,218.5
117.06031,106.472084,136,117,144,-165,2.5,224
118.01675,108.29044,123,91,170,-200,4,224
114.46416,117.24884,113,109,215,-260,6.5,222
111.6593,109.76349,105,96,110,-130,1,214
114.62146,113.04974,116,124,-400,317,8.5,226.5
124.85023,126.30025,111,149,386,-502,12,234
113.98924,122.06129,108,120,318,-402,7,235
111.97609,115.67481,113,124,-320,260,2.5,223
111.78702,110.07081,93,115,-256,212,5.5,211.5
114.547714,108.81644,113,110,-350,281,7.5,219
118.31241,113.18174,107,114,-135,115,2,230
120.878624,106.78619,124,108,120,-140,3,215
110.84494,116.89367,128,125,100,-120,1,227
113.82759,111.50634,108,136,-230,185,5,222
115.923676,114.60193,110,112,190,-240,4.5,229.5
123.390274,119.106674,121,104,275,-350,4,237
108.38492,109.61636,85,120,-190,160,4.5,219.5
112.16194,112.22554,107,107,-310,250,7.5,211.5
108.548645,112.54735,101,113,200,-250,6,216.5
117.69629,126.11843,128,131,550,-800,11,243
115.0809,104.76294,113,99,-170,145,3.5,220
117.90788,108.22618,129,90,-650,450,10,226
103.63605,115.45625,107,125,275,-350,8,202
110.26334,112.607124,111,95,145,-170,2.5,233.5
112.686646,111.90178,113,115,-240,190,5.5,226.5
109.73625,110.64087,119,105,-425,325,8,227
109.78233,115.84564,91,107,450,-650,9.5,226
112.757744,113.938065,100,110,160,-190,4,208
106.74044,109.07568,117,107,-165,142,1,207.5
112.054474,115.497955,119,122,275,-350,7.5,224.5
123.15654,121.148224,114,132,135,-155,3.5,238
122.561874,116.84912,119,120,105,-125,3,231.5
113.975,111.702354,109,111,-180,150,4,226
119.14743,121.209,107,114,105,-125,3,233
122.961075,121.80454,146,113,450,-650,10,234
104.84629,105.02086,110,98,-190,160,3,210.5
114.61625,119.6581,99,110,225,-275,4,231
101.79262,114.2608,95,109,280,-360,8,209
108.74878,113.25767,118,111,240,-300,6.5,228
104.98213,112.13965,101,103,100,-120,2,203
112.908554,111.24378,118,99,130,-150,3.5,218
106.26958,123.60968,100,116,1000,-2000,14,219
108.523865,108.57681,96,102,-110,-110,pk,212
110.61603,116.876144,81,120,190,-240,5,228
108.98945,107.98461,88,95,130,-150,2.5,216
119.68065,114.222,95,134,140,-160,4.5,236
107.203255,105.33217,94,117,150,-180,3.5,212
118.09235,112.55325,121,88,135,-155,1.5,217
112.674286,116.93788,123,126,600,-900,11,232
111.84754,113.39879,108,106,-125,105,1,225.5
111.41745,105.66551,122,102,-140,120,pk,219.5
122.9217,118.777695,144,111,-130,110,1,230
109.41777,111.570786,115,102,-120,100,1,222.5
113.93041,107.99466,122,100,-280,230,5.5,219.5
112.21059,108.946335,97,94,125,-145,2.5,216
112.42077,119.664566,109,107,220,-270,5,237
112.94932,105.51782,115,101,-160,140,3.5,205.5
115.21741,115.14395,110,120,-105,-115,1.5,215.5
108.87845,119.48455,116,116,550,-800,10.5,230.5
110.58028,105.80086,115,102,-155,135,1,211.5
120.23137,120.28792,124,109,-550,400,8,233.5
112.4303,111.77031,119,111,400,-550,10,218.5
122.15138,124.49479,103,117,220,-270,6,238.5
106.00058,112.26933,98,95,-210,175,4.5,214.5
105.894905,102.622986,107,82,-500,375,8.5,211
116.217636,119.25813,120,118,180,-220,4.5,225.5
110.42677,112.01582,103,107,-250,200,5,223.5
110.98212,111.016525,104,87,350,-450,9.5,209.5
108.66025,112.653465,94,95,-135,115,1,209.5
110.64483,104.97472,100,96,-170,145,3,216.5
116.70534,112.494514,113,100,190,-240,223.5,5115
112.542595,118.353195,110,105,-135,115,3,234.5
106.20615,111.99257,116,117,220,-270,3,210
105.82078,108.89862,86,98,170,-200,4,212.5
111.53415,112.56438,98,102,105,-125,1,216
112.50466,122.55119,112,111,300,-400,10,226.5
122.26574,116.66402,134,105,-190,160,3,231.5
112.87123,103.17962,133,89,170,-200,pk,210
110.70528,112.88806,108,102,145,-170,3,225.5
102.60794,117.73074,109,107,375,-500,10,228
121.18346,120.26846,114,121,-250,200,5.5,240
103.98295,111.55176,80,88,-170,145,pk,208
109.995926,117.75064,112,114,1000,-2000,14,218.5
122.73634,112.14202,126,110,140,-160,2,220
117.91646,113.35075,132,124,120,-140,2,221
108.40523,105.31213,110,89,125,-145,2.5,209
111.85521,117.64545,109,101,550,-800,11.5,239
104.80706,109.00375,117,112,142,-165,1.5,207.5
107.267845,117.89325,115,116,110,-130,2.5,214
111.863144,108.9013,111,99,-140,120,1,211
123.010666,118.102005,116,128,-170,145,2,232
112.15591,104.74167,123,112,-170,145,2,205.5
112.175156,113.10144,106,110,120,-140,1,223
110.27381,112.15128,100,110,145,-170,2.5,222
102.224434,110.00905,99,96,300,-400,8.5,208
111.66038,116.52704,96,86,-140,120,3.5,220
119.2347,120.254715,119,128,400,-550,8.5,230
105.10754,111.91516,115,116,280,-360,8.5,220.5
117.14676,107.049545,113,98,-450,350,6.5,218.5
103.64422,110.56499,115,114,150,-180,4,212.5
111.665634,121.87427,106,116,650,-1000,13,234
108.27672,107.53012,98,94,800,-1400,12,210
112.09328,111.53742,114,113,-135,115,1.5,218.5
110.63649,112.578476,96,103,-220,180,3.5,215.5
117.612656,118.025955,100,107,115,-135,1,228
105.18027,121.107346,88,121,400,-550,9.5,217.5
119.33484,113.60802,126,120,-130,110,1,237.5
107.57123,111.28367,89,118,320,-420,9,213
113.16843,107.62927,124,109,-240,190,6,220
109.54228,104.36831,99,101,-250,200,5,211.5
111.89987,118.481125,103,110,400,-550,10,222
105.54712,112.049545,113,117,700,-1100,11,219.5
110.089516,110.7824,103,99,850,-1500,12.5,221
120.947296,109.43345,110,109,160,-190,pk,220
108.198166,117.632965,96,121,230,-280,5,219.5
117.44421,111.22392,104,111,115,-135,1.5,214
112.55127,108.07287,120,103,180,-220,4.5,212
115.43704,106.79994,104,116,225,-275,6,212
108.232925,120.67297,82,113,1000,-2000,13.5,223
116.686356,113.147354,117,107,100,-120,1,223.5
107.93425,117.66227,103,100,500,-700,10,227.5
107.30745,113.984604,68,106,125,-145,2.5,216.5
110.04802,113.25751,107,119,220,-270,6.5,220.5
108.4525,109.39154,107,123,155,-185,4.5,208.5
116.88902,112.575645,116,115,-180,150,6,221
116.985435,109.47476,116,104,-600,425,9,216.5
113.10393,116.66387,113,89,125,-145,2,226
119.680084,114.26777,86,118,-135,115,3.5,216.5
115.14955,108.42206,104,107,750,-1200,11.5,218.5
109.36809,107.26028,93,99,550,-800,12.5,219
112.82673,118.90015,138,129,-110,-110,1,225
117.8064,110.800674,126,111,-185,155,5,222
111.76249,106.158356,128,116,-200,170,6.5,217.5
118.607666,113.74925,117,91,-115,-105,1.5,228
104.53451,112.352066,112,112,175,-210,3.5,213
109.24338,108.67866,124,130,170,-200,4,213
118.835526,111.456955,109,111,135,-155,1.5,217
115.30444,112.80655,96,104,-125,105,1,224
117.671616,109.43505,127,89,-275,225,7.5,228
107.80209,115.49548,86,119,-180,150,1,216
105.655,110.950775,95,106,400,-550,10,211
107.56366,107.04872,98,97,-180,150,1,203
111.63075,105.661255,112,100,135,-155,3.5,205
114.96835,121.83335,115,123,200,-250,5,228.5
109.27086,119.03644,104,125,260,-330,7.5,225
103.08961,113.94017,100,122,600,-900,12.5,220
113.02423,115.374985,110,112,-200,170,2.5,223
111.405495,111.41003,119,97,125,-145,3,215.5
115.54434,110.23799,119,117,-300,240,7.5,222.5
117.940025,112.36343,122,131,-330,260,6.5,222.5
118.223495,112.26882,127,109,-110,-110,1,230
116.68199,111.34373,93,119,-400,300,9.5,230
109.974236,108.79016,114,112,1000,-2000,14,216.5
104.70181,104.88787,114,83,-120,100,2,211.5
109.05157,115.68252,121,117,142,-165,2.5,215.5
117.257286,108.12814,113,102,-500,375,9,220
110.96051,111.40338,104,88,180,-220,7,216.5
113.22298,117.90446,113,92,-110,-110,1,222.5
111.62242,108.365616,113,132,350,-450,8.5,215
117.40163,121.628075,118,104,260,-330,5.5,226
112.33437,111.58676,98,87,-110,-110,1,216
120.81059,114.675,140,119,145,-170,3.5,234
103.95527,110.115295,98,126,135,-155,2.5,199.5
115.206276,109.1877,117,94,400,-550,9.5,220
108.0148,108.93482,109,108,-350,281,9.5,219.5
110.38022,111.97136,101,113,-125,105,1,220.5
109.49706,106.53969,92,124,-170,148,2,214
109.367584,111.32991,91,103,317,-400,8,214.5
107.36451,112.195694,126,124,-180,155,3.5,218
115.43141,117.305374,100,95,-107,-114,2,220.5
109.88807,108.657196,103,109,105,-125,3,206.5
103.18019,118.60209,104,118,155,-179,3,214.5
107.88914,116.95611,110,109,125,-145,2,221
107.88641,120.77528,116,143,837,-1400,14,228.5
120.17709,112.29872,120,117,-300,245,7.5,238
117.10006,113.87125,127,123,227,-277,6,227
104.68274,114.35507,105,121,797,-1300,13.5,220
112.97897,117.544846,125,124,435,-580,10,228.5
108.0303,105.43257,111,121,-330,267,11,213
108.14447,111.384285,114,119,-140,120,2.5,213
117.12775,117.54225,119,125,222,-270,4.5,229.5
112.021484,121.42743,111,114,398,-522,9,221
105.57564,110.58688,96,112,520,-725,9.5,216.5
112.403656,113.24942,112,109,199,-240,5,217
120.082245,113.48248,109,107,139,-159,2,240
116.053825,110.31463,104,96,-300,240,8,230.5
113.80481,112.31175,112,102,-200,170,3,223
106.096634,112.443,116,116,300,-400,8.5,217.5
108.704956,115.26407,87,90,275,-350,8.5,217.5
109.87964,105.84755,114,107,285,-370,8.5,208.5
117.92513,115.44397,112,97,150,-180,3.5,227.5
106.86786,115.055725,83,116,-180,150,3,218
110.056915,117.12251,103,125,650,-1000,11,218.5
110.57866,106.70305,129,96,-280,230,6,213.5
123.473114,118.41443,135,123,-200,170,4.5,236.5
110.22328,107.46582,111,117,-240,190,7,216.5
108.55784,116.51601,108,117,240,-300,7.5,214.5
107.80069,119.2156,104,114,110,-130,1.5,226.5
107.5323,108.170235,100,133,170,-200,4.5105,203
107.3221,113.32224,108,124,105,-125,3.5,225.5
116.05986,113.1557,104,105,130,-150,4,211.5
109.98607,113.36429,103,118,275,-350,7,220.5
117.36952,107.697296,125,98,-250,200,3.5,205
109.25199,110.33471,124,115,260,-330,7,221
108.83757,107.246635,121,107,-145,125,2.5,212.5
106.83119,111.87055,88,125,-170,145,3,216.5
110.04701,116.335175,115,110,650,-1000,12,233
111.34647,110.807846,113,131,200,-250,7,214
104.86111,117.88896,104,104,600,-900,11,228
107.57253,120.51251,107,107,1100,-2500,13.5,227.5
111.01613,111.027794,108,102,155,-185,4,216
114.02785,119.67694,135,107,230,-280,6,242
106.84731,112.0139,95,98,750,-1200,13,216
109.37151,115.30373,108,127,750,-1200,12.5,227.5
108.262955,113.74957,110,100,400,-550,8.5,212
109.695694,113.716736,109,85,180,-220,5,215.5
117.256836,117.08748,115,112,-135,115,2,232.5
118.25251,118.77481,116,122,375,-500,9.5,226.5
106.60446,108.76754,83,124,850,-1500,13.5,209
105.323975,110.71797,114,91,-145,125,2,208
106.90884,115.90939,101,108,110,-130,1.5,217
105.59766,112.98276,113,115,340,-440,9,216.5
112.50653,113.83865,128,104,150,-180,4.5,221
119.27295,112.1573,125,113,-150,130,3,229.5
108.87578,111.70947,94,100,850,-1500,13.5,225
113.33458,115.85942,104,117,340,-440,7.5,235
108.472565,106.534164,112,99,-190,160,1.5,216
112.67792,114.386826,117,115,105,-125,2.5115,214.5
109.15381,109.684494,108,89,-180,150,1,217
118.06582,107.95584,131,95,-1200,750,13.5,217.5
117.77947,114.23276,128,107,-210,175,4,226.5
106.18612,110.81268,88,136,900,-1600,11.5,220
110.06166,111.28133,128,128,105,-125,1.5,213.5
121.74263,111.12973,116,91,-425,325,9,231
109.31056,115.11801,96,121,-125,105,pk,222.5
110.884415,113.81584,125,98,225,-275,4.5,226
119.07064,117.46415,101,111,130,-150,1.5,235
118.06436,112.76177,133,103,-160,140,1,224
106.112625,112.94082,85,114,600,-900,11,224.5
107.037704,110.455284,119,106,-180,150,3.5,210.5
105.768036,115.670975,131,123,225,-275,5.5,212.5
113.711044,110.793594,112,105,-110,-110,1,217
116.86616,111.3499,102,109,-800,550,10.5,232
105.18592,110.28926,95,88,210,-260,6,212
112.90372,113.397705,124,111,-135,115,1.5,220
110.97327,111.187645,121,109,-140,120,1.5,221.5
117.47151,119.59094,110,119,105,-125,3,238.5
112.4925,111.25913,102,136,-130,110,2,227.5
113.41283,118.02563,113,106,240,-300,6.5,218
114.04383,113.12248,118,114,105,-125,pk,219
105.61748,107.589355,105,110,320,-420,9,208.5
108.52388,109.69388,99,102,125,-145,1.5,207.5
115.068016,108.520996,111,96,-240,190,6,226
110.70009,107.983345,131,100,275,-350,5.5,214.5
