20182050DET,130,-150,2,210.5
20182050IND,-150,130,2,212.5
20182050MIA,325,-425,7,205.5
20182050NOP,-110,-110,2,213.5
20182050DEN,150,-180,5.5,218.5
20182050SAC,110,-130,1,211
20182050LAC,220,-270,6,212.5
20182060ORL,-300,240,221,7
20182060BRK,-850,575,218,10.5
20182060NYK,105,-125,205,1.5
20182060ATL,140,-160,2,204.5
20182060TOR,175,-210,5,206.5
20182060PHI,230,-280,4.5,213.5
20182060LAL,280,-360,8,217.5
20182060GSW,425,-600,10,229
20182070DET,375,-500,9.5,208
20182070MIA,-195,165,210.5,5
20182070CLE,-160,140,pk,220
20182070MEM,-300,240,201,7.5
20182070PHO,-650,450,203,11
20182080ORL,-125,105,1,214
20182080TOR,850,-1500,15,209
20182080WAS,-135,115,205,1
20182080POR,145,-170,4,214
20182080LAL,105,-125,215,3
20182080GSW,850,-1500,13,221
20182090PHI,200,-250,5.5,221.5
20182090DET,145,-170,3,217
20182090ATL,-135,115,216.5,2
20182090BOS,155,-185,5,204.5
20182090MIA,105,-125,1.5,198.5
20182090CHI,-340,270,215.5,6.5
20182090HOU,300,-400,8.5,222
20182090UTA,220,-270,4.5,208.5
20182090SAC,-220,180,208.5,6.5
20182100BRK,-140,120,221,1.5
20182100ORL,-220,180,207,5
20182100PHI,180,-220,2.5,217.5
20182100CHI,-230,185,214,5
20182100GSW,525,-750,11,216.5
20182100DAL,145,-170,2.5,213
20182100PHO,-325,260,219.5,7.5
20182110CHO,-155,135,214.5,3
20182110BOS,160,-190,4,212
20182110ATL,-170,145,210,3.5
20182110IND,280,-360,9.5,208
20182110MIN,750,-1200,13.5,212
20182110OKC,160,-190,8,205.5
20182110HOU,1000,-2000,13.5,216.5
20182110POR,145,-170,3.5,204.5
20182120PHI,525,-750,11.5,208
20182120DET,140,-160,3,219
20182120BRK,-200,170,218,4.5
20182120CHI,175,-210,4.5,214
20182120UTA,150,-180,4.5,196.5
20182120GSW,1300,-3500,15.5,228
20182130TOR,300,-400,8,206
20182130MIL,250,-310,7.5,207
20182130MIN,-160,140,222.5,2.5
20182130OKC,140,-160,2,222
20182130DAL,230,-280,6.5,204
20182130DEN,230,-280,7,207.5
20182140DET,500,-700,8.5,212
20182140PHI,145,-170,6.5,201
20182140ORL,-260,210,213,5.5
20182140BRK,-160,140,214.5,4.5
20182140NYK,-190,160,205,5
20182140CHI,-290,235,217,7
20182140HOU,1000,-2000,15.5,216.5
20182140BOS,170,-200,5,208
20182140NOP,185,-230,5.5,224
20182140MEM,-200,170,207.5,4
20182140UTA,525,-750,11.5,209.5
20182140POR,-270,220,226,6
20182150MIL,110,-130,3,212
20182150MIN,450,-650,10,222.5
20182220CHO,320,-420,7.5,213.5
20182220ORL,140,-160,3,211
20182220CLE,240,-300,5,220
20182220CHI,-300,240,214.5,5
20182220SAC,-360,280,213,7.5
20182220GSW,525,-750,11,233
20182230DET,-135,115,204.5,1
20182230IND,255,-320,8,211
20182230WAS,150,-180,3.5,212
20182230TOR,280,-360,8.5,215
20182230NOP,115,-135,3,214
20182230MEM,-230,185,212,5.5
20182230HOU,300,-400,7.5,226
20182230DEN,145,-170,3.5,211
20182230UTA,160,-190,3.5,206.5
20182230PHO,-240,190,224.5,4.5
20182230LAL,165,-195,3.5,224
20182240PHI,425,-600,10,215.5
20182240NYK,-260,210,208,4.5
20182240MIA,400,-550,7,195
20182240GSW,450,-650,9.5,233.5
20182240UTA,425,-600,7.5,206
20182240PHO,-280,230,220,5.5
20182240MIN,275,-350,8.5,218.5
20182240SAC,-125,105,220,1.5
20182250CHO,155,-185,4,214.5
20182250MIL,155,-185,4.5,221.5
20182250CLE,160,-190,4.5,215.5
20182250DEN,-200,170,228,4.5
20182250WAS,105,-125,1.5,211.5
20182260TOR,500,-700,11,218
20182260BRK,160,-190,1.5,217.5
20182260BOS,750,-1200,11,200
20182260ATL,-130,110,223.5,2.5
20182260NYK,-1400,800,230,12
20182260NOP,250,-310,7,231
20182260OKC,500,-700,10.5,220.5
20182260DAL,-150,130,210,2
20182260UTA,-125,105,211,2.5
20182260SAC,-210,175,214.5,6
20182270CHO,650,-1000,9,216.5
20182270CLE,550,-800,12,221
20182270MIA,-105,-115,pk,205
20182270MIL,130,-150,3.5,210.5
20182270POR,700,-1100,11,210.5
20182270DEN,185,-230,3.5,233.5
20182280DET,-105,-115,2,208
20182280ORL,-500,375,220,9
20182280ATL,-180,150,211,4
20182280BOS,280,-360,6,208
20182280MEM,125,-145,2,213
20182280WAS,-470,360,226.5,8.5
20182280SAS,170,-200,5.5,220
20182280DAL,-220,180,214,5
20182280LAC,-425,325,225.5,7
20183010MIA,180,-220,3.5,215.5
20183010CLE,130,-150,3,222.5
20183010SAC,-140,120,pk,214
20183010POR,190,-240,4,217
20183020ORL,-140,120,212.5,3
20183020PHI,142,-165,3.5,216
20183020ATL,-1200,750,227,13
20183020CHI,-140,120,pk,211.5
20183020MEM,-440,340,215.5,7.5
20183020WAS,-150,130,216,3
20183020MIL,145,-170,3,210.5
20183020PHO,-380,290,223,8
20183020UTA,270,-340,5.5,210
20183020LAC,350,-450,9.5,228
20183030ORL,240,-300,8,208.5
20183030CLE,150,-180,5,228.5
20183030MIA,180,-220,4.5,206
20183030HOU,300,-400,7.5,217
20183030SAS,200,-250,4,219
20183030SAC,-330,260,203,6.5
20183030POR,160,-190,3.5,213
20183040ATL,105,-125,2.5,221.5
20183040WAS,150,-180,3.5,208
20183040TOR,325,-425,9,220
20183040DAL,-180,150,223,2.5
20183040MIL,-120,100,210,1
20183040SAC,-140,120,215,1.5
20183040LAC,275,-350,9.5,224.5
20183050CLE,225,-275,7,219
20183050IND,120,-140,2.5,209
20183050MIA,400,-550,9.5,216.5
20183050CHI,-310,250,217,8.5
20183050SAS,700,-1100,11,199.5
20183050UTA,375,-500,9.5,206.5
20183050LAL,-135,115,223.5,2.5
20183060CHO,-130,110,214,1
20183060WAS,150,-180,5,203.5
20183060TOR,800,-1400,13.5,218.5
20183060OKC,-230,185,222.5,4
20183060DAL,-280,230,220,4.5
20183060POR,400,-550,10,214
20183060LAC,110,-130,3,238
20183060GSW,1100,-2500,15.5,231
20183070IND,-120,100,1,200
20183070CHI,145,-170,3,206.5
20183070MIL,-250,200,216.5,6
20183070DET,-240,190,213,5
20183070SAC,-250,200,224,5
20183070DEN,135,-155,2,228.5
20183070LAL,235,-290,6,227
20183080CHO,260,-330,7.5,218
20183080MIA,-110,-110,208.5,1.5
20183080MIN,-140,120,214.5,2
20183080OKC,500,-700,11,228.5
20183080GSW,550,-800,12,222
20183090IND,360,-470,8.5,207.5
20183090DET,290,-380,8,214
20183090TOR,-145,125,221,1
20183090MIL,425,-600,9.5,212
20183090MEM,-600,425,198,9
20183090NOP,-155,135,219.5,2.5
20183090DEN,240,-300,6.5,231
20183090POR,110,-130,227.5,4
20183090SAC,115,-135,4.5,211
20183090LAC,-125,105,pk,231
20183100CHO,800,-1400,13,223
20183100MIA,150,-180,4,207
20183100OKC,150,-180,4.5,210.5
20183100DAL,400,-550,8,205.5
20183100LAC,650,-1000,12,220.5
20183110NYK,-650,450,218,9.5
20183110ATL,110,-130,3,214
20183110MIN,-165,142,226,5.5
20183110NOP,-120,100,212,3.5
20183110DEN,650,-1000,11.5,217
20183110DAL,-700,500,215,12
20183110BOS,170,-200,6.5,209
20183110BRK,-250,200,217,6
20183110LAL,-135,115,228.5,3
20183120MEM,-360,280,205.5,6.5
20183120OKC,900,-1600,12,210
20183120HOU,650,-1000,13,208
20183120POR,190,-240,7,211
20183130WAS,135,-155,4,216
20183130PHI,230,-280,5,210.5
20183130BRK,-500,375,219,10
20183130NYK,-105,-115,212.5,2.5
20183130ATL,-260,210,214,5.5
20183130CHI,-400,300,224.5,5
20183130NOP,170,-200,4,230
20183130SAS,450,-650,10.5,206
20183130UTA,350,-450,7.5,198
20183130PHO,-370,285,230,7
20183130LAL,-130,110,232.5,2
20183140ORL,-650,450,207.5,8.5
20183140BOS,-190,160,204,2
20183140SAC,-300,240,205.5,6
20183140GSW,200,-250,7.5,223
20183150IND,-175,151,214.5,4
20183150ATL,-235,195,220,4.5
20183150NYK,-640,471,217,9
20183150HOU,664,-1000,11.5,224.5
20183150MEM,120,-140,pk,211.5
20183150SAS,160,-185,4,219.5
20183150UTA,980,-1800,12.5,212
20183150DEN,317,-400,7.5,216
20183150POR,180,-215,4,222
20183160ORL,-275,226,205,6.5
20183160PHI,317,-400,9,217.5
20183160TOR,471,-640,12.5,213
20183160OKC,218,-265,4,222
20183160GSW,317,-400,12,214
20183160LAL,110,-130,3.5,219.5
20183170MIL,600,-900,10,214.5
20183170WAS,160,-190,3.5,209
20183170NOP,-420,320,227,6.5
20183170BRK,170,-200,1.5,213
20183170NYK,-300,240,221,6
20183170MEM,-340,270,216,6
20183170CHI,-350,275,223,6
20183170SAS,160,-190,4.5,211.5
20183170UTA,1200,-3000,14,200
20183170PHO,-210,175,217,3
20183170POR,365,-480,8,208.5
20183180TOR,210,-260,6.5,216
20183180NOP,135,-155,3,214.5
20183180MIN,-330,260,221,7
20183180LAC,110,-130,1,220.5
20183190CLE,130,-150,3.5,222.5
20183190IND,180,-220,5,219.5
20183190PHI,325,-425,7,223
20183190MIA,105,-125,1.5,215.5
20183190NYK,180,-220,5.5,216.5
20183190BRK,300,-400,5,212
20183190SAS,290,-380,6.5,206
20183190SAC,-170,145,203,2.5
20183200ORL,-500,375,214,10
20183200NOP,250,-310,9,218.5
20183200MIN,145,-170,2.5,227.5
20183200BOS,-230,185,208,2.5
20183200UTA,900,-1600,13.5,208
20183200PHO,-370,285,215,6
20183200POR,-190,160,216,4
20183210CLE,-120,100,pk,227.5
20183210PHI,800,-1400,13,211
20183210MIA,425,-600,10,214
20183210BRK,-120,100,223,1
20183210MIL,185,-230,4,224.5
20183210CHI,-500,375,10,222
20183210SAS,185,-230,5.5,203.5
20183210NOP,100,-120,2,221
20183220ORL,-400,300,212.5,7
20183220CHO,350,-450,9,214.5
20183220NOP,120,-140,4,228.5
20183220HOU,650,-1000,12.5,214.5
20183220DAL,-450,350,199.5,9
20183220SAC,140,-160,2.5,211.5
20183230IND,145,-170,2.5,217.5
20183230WAS,105,-125,1.5,220.5
20183230NYK,-270,220,223.5,6.5
20183230CLE,1300,-3500,12.5,230
20183230TOR,650,-1000,13,221.5
20183230OKC,225,-275,7,215.5
20183230CHI,-190,160,215.5,3.5
20183230SAS,140,-160,2.5,193.5
20183230POR,290,-380,6.5,203
20183230GSW,600,-900,9,221
20183240PHI,300,-400,6,222
20183240DET,800,-1400,11,210
20183240ORL,260,-330,6,217.5
20183240MEM,-290,235,217,4.5
20183240HOU,360,-470,10,228
20183240DAL,-145,125,214.5,2
20183250BRK,-330,260,228.5,5.5
20183250MIL,-125,105,203.5,2.5
20183250IND,130,-150,3,208
20183250SAC,-275,225,199.5,7
20183250WAS,500,-700,10,217
20183250TOR,325,-425,9,225.5
20183250OKC,150,-180,2,214.5
20183250HOU,1100,-2500,15,219.5
20183250GSW,-550,400,203.5,4
20183260DET,172,-205,4.5,214.5
20183260CHO,614,-900,10.5,223
20183260PHI,192,-230,4,222
20183260MIN,837,-1400,14,215.5
20183260PHO,-650,477,210,9.5
20183270WAS,-135,115,200.5,1
20183270TOR,300,-400,9,226.5
20183270NOP,-130,110,1,221.5
20183270HOU,900,-1600,17.5,218
20183270MIA,-135,115,220,3
20183270SAC,125,-145,pk,201.5
20183270LAC,130,-150,2.5,225
20183270GSW,-400,300,203,3
20183280ORL,-140,120,1,216.5
20183280PHI,1000,-2000,13,220
20183280CHO,100,-120,229.5,1
20183280MIN,700,-1100,12.5,217.5
20183280MEM,-275,225,202,5
20183280UTA,525,-750,6,195.5
20183280PHO,-1000,650,220,9.5
20183280LAL,280,-360,7.5,216.5
20183290DET,-140,120,1,210
20183290MIA,900,-1600,13,210.5
20183290SAS,105,-125,1,207
20183290SAC,-350,275,203.5,7
20183290GSW,150,-180,3.5,215.5
20183300ORL,220,-270,5,212
20183300ATL,-410,310,215.5,7.5
20183300CLE,185,-230,4,229.5
20183300OKC,150,-180,4,222
20183300HOU,1800,-8000,18.5,218
20183300DAL,-255,205,216.5,4.5
20183300UTA,1200,-3000,15,196
20183300LAL,-120,100,pk,218.5
20183300POR,190,-240,5.5,219.5
20183310WAS,200,-250,5,219.5
20183310NYK,-190,160,211,3.5
20183310BOS,-200,170,208,4
20183310MIA,320,-420,8,213
20183310SAC,-430,330,211.5,8.5
20184010CHO,-145,125,217.5,1
20184010CHI,-330,260,210.5,8
20184010SAS,-105,-115,209,2.5
20184010LAC,140,-160,2.5,215.5
20184010CLE,550,-800,11,217.5
20184010NOP,-120,100,pk,226
20184010ATL,110,-130,1.5,209
20184010BRK,-120,100,210,1
20184010MIN,-150,130,208.5,1
20184010DEN,180,-220,4,223.5
20184010GSW,1200,-3000,15.5,216
20184010POR,1200,-3000,14.5,206.5
20184010LAL,260,-330,7,210.5
20184030PHI,350,-450,8.5,221
20184030CLE,110,-130,1,223.5
20184030MIA,900,-1600,11,207
20184030NYK,100,-120,1,212
20184030HOU,325,-425,8.5,212.5
20184030MIL,165,-195,2,206.5
20184030OKC,150,-180,2,221
20184030CHI,-240,190,215,5.5
20184030DAL,-330,260,207,9
20184030DEN,170,-200,3,216.5
20184030UTA,600,-900,10.5,209
20184030PHO,-145,125,210,1
20184030LAC,-135,115,pk,210
20184040TOR,270,-340,7.5,206
20184040DET,-135,115,1.5,210
20184040ORL,105,-125,202.5,1.5
20184040ATL,-340,270,205,8
20184040NOP,900,-1600,12,216.5
20184040LAL,-280,230,207,6
20184050IND,-150,130,213.5,1.5
20184050HOU,600,-900,10,213.5
20184050CLE,210,-260,4,219
20184050MIL,400,-550,7.5,220.5
20184050UTA,270,-340,6.5,211
20184050DEN,160,-190,5.5,227.5
20184060ORL,-330,260,210.5,5.5
20184060DET,260,-330,8,202
20184060WAS,575,-850,10.5,208
20184060PHI,145,-170,3,222
20184060BOS,260,-330,11,200
20184060TOR,275,-350,8,208.5
20184060NYK,-400,300,209.5,9
20184060MEM,-170,145,198,4
20184060PHO,-1200,750,220,10.5
20184060LAL,-230,185,219,3
20184070LAC,-180,155,221.5,pk
20184070NYK,-255,211,219,9.5
20184070CHI,-215,180,215.5,5.5
20184070GSW,207,-250,7,224
20184070HOU,155,-180,7,219.5
20184070SAS,184,-220,3.5,202.5
20184080PHI,800,-1400,12,213
20184080CHO,100,-120,212.5,1
20184080BOS,400,-550,10.5,201
20184080MEM,-260,210,202,5.5
20184080TOR,500,-700,1,210.5
20184080LAL,-550,400,210,5
20184080PHO,-1050,675,217,13.5
20184090DET,-270,220,207,3.5
20184090NYK,-1400,800,223.5,11.5
20184090BRK,230,-280,8.5,220.5
20184090MIA,-200,170,pk,212.5
20184090MIN,1400,-4000,15,212
20184090MIL,450,-650,10,210
20184090SAS,1000,-2000,13,198
20184090DEN,160,-190,2,218
20184090LAC,-500,375,227.5,4
20184100IND,115,-135,6,216.5
20184100ATL,-650,450,218,9.5
20184100WAS,275,-350,4.5,205.5
20184100DAL,120,-140,6.5,207.5
20184100UTA,300,-400,5,211.5
20184100LAL,-400,300,219,8.5
20184110MIA,120,-140,7,199.5
20184110CLE,300,-400,15,218
20184110PHI,200,-250,5.5,215
20184110MIN,135,-155,1.5,217.5
20184110OKC,1500,-5000,17.5,208.5
20184110NOP,140,-160,2,211.5
20184110ORL,-270,220,201,2.5
20184110BOS,-195,165,5.5,207
20184110CHI,-200,170,212.5,3
20184110POR,115,-135,4,201.5
20184110SAC,115,-135,204,6.5
20184110LAC,125,-145,3.5,217
20184140GSW,300,-400,8,210
20184140TOR,275,-350,7.5,211
20184140PHI,200,-250,6.5,210
20184140POR,190,-240,6,216
20184150BOS,143,-163,3.5,203
20184150CLE,296,-370,6.5,216.5
20184150OKC,151,-175,3.5,205
20184150HOU,797,-1300,10.5,217
20184160PHI,250,-310,7,215.5
20184160GSW,450,-650,9.5,207
20184170TOR,250,-310,8,215
20184170BOS,-110,-110,3,199
20184170POR,230,-280,6,212.5
20184180CLE,350,-450,7,208.5
20184180OKC,145,-170,5,208
20184180HOU,575,-850,10,214
20184190MIA,-140,120,1.5,216.5
20184190NOP,150,-180,3,216
20184190SAS,-170,145,207,2.5
20184200IND,105,-125,2,208.5
20184200WAS,-105,-115,1,218
20184200MIL,180,-220,6,202.5
20184210MIA,-180,155,217,3
20184210NOP,222,-270,6,216
20184210MIN,-240,199,213,3.5
20184210UTA,184,-220,4.5,207
20184220MIL,200,-250,5,206.5
20184220SAS,-300,240,203.5,6
20184220WAS,-125,105,pk,218.5
20184220IND,-135,115,1.5,205.5
20184230MIN,-260,210,219,5
20184230UTA,170,-200,6,210.5
20184240BOS,165,-195,2.5,204
20184240PHI,500,-700,10,211.5
20184240GSW,650,-1000,11,204.5
20184250TOR,260,-330,7,214
20184250CLE,260,-330,6.5,205
20184250HOU,800,-1400,11,219
20184250OKC,125,-145,3,208
20184260MIL,170,-200,5,200
20184270WAS,-140,120,1,215
20184270IND,110,-130,1.5,204
20184270UTA,230,-280,5.5,206
20184280GSW,255,-320,8,224
20184280BOS,180,-220,4.5,197
20184290HOU,711,-1100,10,205
20184290CLE,211,-255,5.5,200
20184300BOS,-220,180,pk,210
20185010TOR,225,-275,5.5,218
20185010GSW,600,-900,10,226.5
20185020HOU,700,-1100,11.5,206
20185030BOS,-180,150,207,3.5
20185030TOR,240,-300,6,212.5
20185040NOP,-220,180,230.5,4.5
20185040UTA,-200,170,207,3.5
20185050PHI,400,-550,10,208
20185050CLE,170,-200,3.5,217
20185060NOP,-250,200,222,4.5
20185060UTA,-290,235,208.5,5
20185070PHI,260,-330,6,204.5
20185070CLE,180,-220,5.5,213
20185080HOU,700,-1100,12,209.5
20185080GSW,650,-1000,12,229
20185090BOS,105,-125,pk,205
20185130BOS,-120,100,1.5,203
20185140HOU,110,-130,1.5,225
20185150BOS,-110,-110,pk,202.5
20185160HOU,110,-130,2,224.5
20185190CLE,260,-330,5.5,204.5
20185200GSW,285,-355,7.5,226.5
20185210CLE,256,-315,7,206.5
20185220GSW,344,-440,8.5,224
20185230BOS,110,-130,1.5,206
20185240HOU,-115,-105,1,219
20185250CLE,252,-310,7,201.5
20185260GSW,755,-1200,10.5,213.5
20185270BOS,140,-160,2.5,201.5
20185280HOU,-265,218,210,4
20185310GSW,664,-1000,11.5,215.5
20186030GSW,447,-600,12.5,216
20186060CLE,-150,130,217.5,5
20186080CLE,-180,155,216,5.5
